Restaurant ID,Restaurant Name,City,State,Owner Name,Veg or Non-Veg
RES0337,The Kebab Factory 337,Bhagalpur,Bihar,Deepak Agarwal,Non-Veg
RES0338,Taste of India 338,Nizamabad,Telangana,Vikram Mehta,Both
RES0339,Taste Buds 339,Ludhiana,Punjab,Sanjay Rao,Veg
RES0340,Tandoor Treats 340,Agra,Uttar Pradesh,Deepak Agarwal,Veg
RES0341,The Curry Pot 341,Kanpur,Uttar Pradesh,Suresh Gupta,Non-Veg
RES0342,Dilli Spice 342,New Delhi,Delhi,Anita Singh,Both
RES0343,Chole Bhature Corner 343,New Delhi,Delhi,Sanjay Rao,Both
RES0344,Rajma Roti 344,Gaya,Bihar,Rita Kapoor,Both
RES0345,Masala Magic 345,Madurai,Tamil Nadu,Suresh Gupta,Veg
RES0346,Rajma Roti 346,Ludhiana,Punjab,Vikram Mehta,Both
RES0347,Tandoori House 347,Jodhpur,Rajasthan,Suresh Gupta,Veg
RES0348,Taste Buds 348,Jodhpur,Rajasthan,Anita Singh,Veg
RES0349,Nizam’s Feast 349,Jaipur,Rajasthan,Suresh Gupta,Veg
RES0350,Tandoor Treats 350,Amritsar,Punjab,Sanjay Rao,Both
RES0351,Rajma Roti 351,Nagpur,Maharashtra,Neha Pandey,Veg
RES0352,Dilli Darbar 352,Warangal,Telangana,Rita Kapoor,Non-Veg
RES0353,Biryani Bowl 353,Agra,Uttar Pradesh,Suresh Gupta,Both
RES0354,Bistro India 354,Lucknow,Uttar Pradesh,Pooja Verma,Non-Veg
RES0355,Indian Masala 355,Gaya,Bihar,Anil Sharma,Both
RES0356,Tandoor Treats 356,Jaipur,Rajasthan,Suresh Gupta,Non-Veg
RES0357,Chaat House 357,Varanasi,Uttar Pradesh,Neha Pandey,Non-Veg
RES0358,The Curry Pot 358,Ludhiana,Punjab,Vikram Mehta,Both
RES0359,The Curry Pot 359,Kota,Rajasthan,Anita Singh,Both
RES0360,Indian Masala 360,Mumbai,Maharashtra,Pooja Verma,Non-Veg
RES0361,Gravy Villa 361,Kanpur,Uttar Pradesh,Sanjay Rao,Both
RES0362,Chopsticks & Curry 362,Kozhikode,Kerala,Pooja Verma,Non-Veg
RES0363,Gravy Villa 363,New Delhi,Delhi,Sanjay Rao,Both
RES0364,South Indian Spice 364,Warangal,Telangana,Vikram Mehta,Veg
RES0365,Biryani Bowl 365,Madurai,Tamil Nadu,Rita Kapoor,Both
RES0366,Thali Palace 366,Hyderabad,Telangana,Anita Singh,Veg
RES0367,Bombay Masala 367,Rajkot,Gujarat,Rita Kapoor,Non-Veg
RES0368,Shahi Zayka 368,Mumbai,Maharashtra,Vikram Mehta,Non-Veg
RES0369,Masala Magic 369,Vijayawada,Andhra Pradesh,Deepak Agarwal,Both
RES0370,The Curry Pot 370,Varanasi,Uttar Pradesh,Pooja Verma,Veg
RES0371,South Indian Spice 371,Vijayawada,Andhra Pradesh,Neha Pandey,Non-Veg
RES0372,Dilli Spice 372,Jaipur,Rajasthan,Anita Singh,Both
RES0373,Zaika 373,Ahmedabad,Gujarat,Sanjay Rao,Both
RES0374,Spice Junction 374,Bangalore,Karnataka,Vikram Mehta,Veg
RES0375,Bistro India 375,Vadodara,Gujarat,Rita Kapoor,Both
RES0376,Biryani Junction 376,Jodhpur,Rajasthan,Rita Kapoor,Veg
RES0377,The Kebab Factory 377,Rajkot,Gujarat,Rita Kapoor,Both
RES0378,South Indian Spice 378,Agra,Uttar Pradesh,Sanjay Rao,Non-Veg
RES0379,Rajma Roti 379,Kozhikode,Kerala,Sanjay Rao,Non-Veg
RES0380,Kebab Kulture 380,New Delhi,Delhi,Suresh Gupta,Both
RES0381,Punjabi Dhaba 381,New Delhi,Delhi,Sanjay Rao,Both
RES0382,Curry Cafe 382,New Delhi,Delhi,Sanjay Rao,Both
RES0383,Taste of India 383,Kanpur,Uttar Pradesh,Rajesh Kumar,Veg
RES0384,Dilli Spice 384,Hyderabad,Telangana,Deepak Agarwal,Veg
RES0385,Flavours of Punjab 385,Howrah,West Bengal,Pooja Verma,Non-Veg
RES0386,Urban Curry House 386,Kanpur,Uttar Pradesh,Rajesh Kumar,Non-Veg
RES0387,Pind Punjab 387,Mysore,Karnataka,Neha Pandey,Veg
RES0388,Pind Punjab 388,Thiruvananthapuram,Kerala,Rajesh Kumar,Non-Veg
RES0389,Bombay Masala 389,Thiruvananthapuram,Kerala,Deepak Agarwal,Both
RES0390,Chaat House 390,Bangalore,Karnataka,Suresh Gupta,Non-Veg
RES0391,Saravana Bhavan 391,Varanasi,Uttar Pradesh,Neha Pandey,Both
RES0392,Rajma Roti 392,Mysore,Karnataka,Rita Kapoor,Non-Veg
RES0393,Indian Masala 393,Ludhiana,Punjab,Anil Sharma,Veg
RES0394,Bistro India 394,Agra,Uttar Pradesh,Rajesh Kumar,Both
RES0395,Chaat House 395,Jaipur,Rajasthan,Vikram Mehta,Veg
RES0396,Biryani Hub 396,Bangalore,Karnataka,Sanjay Rao,Veg
RES0397,Dilli Darbar 397,Hyderabad,Telangana,Anil Sharma,Non-Veg
RES0398,Taste Buds 398,Vijayawada,Andhra Pradesh,Sanjay Rao,Veg
RES0399,Royal Rasoi 399,Thiruvananthapuram,Kerala,Rita Kapoor,Veg
RES0400,The Kebab Factory 400,Thrissur,Kerala,Pooja Verma,Both
RES0401,Taste of India 401,Madurai,Tamil Nadu,Neha Pandey,Veg
RES0402,Bistro India 402,New Delhi,Delhi,Rita Kapoor,Non-Veg
RES0403,Grill & Curry 403,Nellore,Andhra Pradesh,Rajesh Kumar,Veg
RES0404,Annapurna Bhavan 404,Ahmedabad,Gujarat,Vikram Mehta,Non-Veg
RES0405,Thali Palace 405,Patna,Bihar,Sanjay Rao,Non-Veg
RES0406,Thali Palace 406,Thiruvananthapuram,Kerala,Vikram Mehta,Non-Veg
RES0407,Tandoori House 407,Kochi,Kerala,Deepak Agarwal,Veg
RES0408,Dosa Corner 408,Nizamabad,Telangana,Rajesh Kumar,Veg
RES0409,The Veggie Delight 409,Patiala,Punjab,Anita Singh,Veg
RES0410,Bistro India 410,Ludhiana,Punjab,Rita Kapoor,Non-Veg
RES0411,Biryani Junction 411,Nashik,Maharashtra,Pooja Verma,Veg
RES0412,Rajasthan Royals 412,New Delhi,Delhi,Anita Singh,Non-Veg
RES0413,Grill & Curry 413,Howrah,West Bengal,Anita Singh,Veg
RES0414,Pind Punjab 414,New Delhi,Delhi,Anita Singh,Both
RES0415,Flavours of Punjab 415,Nagpur,Maharashtra,Rajesh Kumar,Both
RES0416,Dilli Darbar 416,Kochi,Kerala,Anita Singh,Veg
RES0417,Chole Bhature Corner 417,Nizamabad,Telangana,Sanjay Rao,Veg
RES0418,Gravy Villa 418,New Delhi,Delhi,Neha Pandey,Veg
RES0419,Annapurna Bhavan 419,Visakhapatnam,Andhra Pradesh,Sanjay Rao,Both
RES0420,Biryani Hub 420,Mysore,Karnataka,Vikram Mehta,Both
RES0421,Gravy Villa 421,Bhagalpur,Bihar,Vikram Mehta,Non-Veg
RES0422,Tandoor Treats 422,Patiala,Punjab,Deepak Agarwal,Non-Veg
RES0423,Gravy Villa 423,Amritsar,Punjab,Pooja Verma,Non-Veg
RES0424,Rajasthan Royals 424,Howrah,West Bengal,Deepak Agarwal,Veg
RES0425,Tandoori House 425,Rajkot,Gujarat,Sanjay Rao,Non-Veg
RES0426,Urban Curry House 426,Kozhikode,Kerala,Vikram Mehta,Veg
RES0427,Mughlai Feast 427,Nashik,Maharashtra,Neha Pandey,Veg
RES0428,Tandoor Treats 428,Guntur,Andhra Pradesh,Deepak Agarwal,Both
RES0429,Taste of India 429,Thiruvananthapuram,Kerala,Pooja Verma,Both
RES0430,Punjabi Dhaba 430,Agra,Uttar Pradesh,Deepak Agarwal,Non-Veg
RES0431,Dilli Darbar 431,Nizamabad,Telangana,Neha Pandey,Non-Veg
RES0432,Grill & Curry 432,Mysore,Karnataka,Suresh Gupta,Non-Veg
RES0433,Indian Masala 433,Kanpur,Uttar Pradesh,Anil Sharma,Both
RES0434,Spice Junction 434,Nashik,Maharashtra,Anita Singh,Non-Veg
RES0435,Punjabi Dhaba 435,Siliguri,West Bengal,Anita Singh,Non-Veg
RES0436,Curry Cafe 436,Lucknow,Uttar Pradesh,Rita Kapoor,Non-Veg
RES0437,The Curry Pot 437,Amritsar,Punjab,Deepak Agarwal,Non-Veg
RES0438,Chopsticks & Curry 438,Muzaffarpur,Bihar,Sanjay Rao,Non-Veg
RES0439,Biryani Hub 439,New Delhi,Delhi,Rajesh Kumar,Non-Veg
RES0440,Desi Bites 440,New Delhi,Delhi,Rajesh Kumar,Veg
RES0441,Desi Bites 441,Siliguri,West Bengal,Suresh Gupta,Both
RES0442,Pind Punjab 442,Hubli,Karnataka,Suresh Gupta,Non-Veg
RES0443,Chaat Bazaar 443,Madurai,Tamil Nadu,Pooja Verma,Both
RES0444,South Indian Spice 444,Udaipur,Rajasthan,Anita Singh,Veg
RES0445,Spice Junction 445,Vadodara,Gujarat,Anita Singh,Both
RES0446,Flavours of Punjab 446,Nizamabad,Telangana,Rita Kapoor,Both
RES0447,Royal Dine 447,Pune,Maharashtra,Anil Sharma,Veg
RES0448,Flavours of Punjab 448,Amritsar,Punjab,Suresh Gupta,Veg
RES0449,The Kebab Factory 449,Kolkata,West Bengal,Rajesh Kumar,Both
RES0450,South Indian Spice 450,Kanpur,Uttar Pradesh,Suresh Gupta,Non-Veg
RES0451,Taste of India 451,Durgapur,West Bengal,Anil Sharma,Veg
RES0452,Royal Rasoi 452,Nizamabad,Telangana,Pooja Verma,Non-Veg
RES0453,Dilli Darbar 453,Madurai,Tamil Nadu,Rajesh Kumar,Veg
RES0454,Veggie Hut 454,Hyderabad,Telangana,Suresh Gupta,Both
RES0455,Rajma Roti 455,Coimbatore,Tamil Nadu,Suresh Gupta,Both
RES0456,Grill & Curry 456,Vijayawada,Andhra Pradesh,Anita Singh,Non-Veg
RES0457,Bombay Bites 457,New Delhi,Delhi,Anita Singh,Both
RES0458,Pind Punjab 458,Bangalore,Karnataka,Rita Kapoor,Non-Veg
RES0459,Tandoori House 459,Amritsar,Punjab,Neha Pandey,Veg
RES0460,Punjabi Dhaba 460,Thrissur,Kerala,Pooja Verma,Both
RES0461,Indian Masala 461,Visakhapatnam,Andhra Pradesh,Sanjay Rao,Non-Veg
RES0462,Punjabi Dhaba 462,Thiruvananthapuram,Kerala,Anil Sharma,Non-Veg
RES0463,Chole Bhature Corner 463,Kozhikode,Kerala,Anita Singh,Both
RES0464,Shahi Zayka 464,Jaipur,Rajasthan,Deepak Agarwal,Both
RES0465,Curry Cafe 465,Rajkot,Gujarat,Sanjay Rao,Non-Veg
RES0466,Southern Flavours 466,Madurai,Tamil Nadu,Vikram Mehta,Both
RES0467,Bombay Bites 467,Hubli,Karnataka,Pooja Verma,Non-Veg
RES0468,Mirchi Masala 468,Nashik,Maharashtra,Neha Pandey,Non-Veg
RES0469,Grill & Curry 469,Guntur,Andhra Pradesh,Vikram Mehta,Non-Veg
RES0470,Indian Masala 470,Nashik,Maharashtra,Sanjay Rao,Veg
RES0471,Kebab Kulture 471,Bangalore,Karnataka,Rajesh Kumar,Veg
RES0472,Taste Buds 472,Chennai,Tamil Nadu,Sanjay Rao,Veg
RES0473,The Curry Pot 473,Hyderabad,Telangana,Anil Sharma,Non-Veg
RES0474,Mirchi Masala 474,Ludhiana,Punjab,Anita Singh,Non-Veg
RES0475,Biryani Hub 475,Bhagalpur,Bihar,Anil Sharma,Veg
RES0476,Saffron Spice 476,Coimbatore,Tamil Nadu,Vikram Mehta,Non-Veg
RES0477,Tandoori House 477,Nagpur,Maharashtra,Rita Kapoor,Non-Veg
RES0478,Rajasthan Royals 478,New Delhi,Delhi,Pooja Verma,Veg
RES0479,Rajma Roti 479,Surat,Gujarat,Pooja Verma,Non-Veg
RES0480,Masala Magic 480,Nagpur,Maharashtra,Rita Kapoor,Non-Veg
RES0481,Chaat Bazaar 481,New Delhi,Delhi,Rajesh Kumar,Both
RES0482,Taste of India 482,Udaipur,Rajasthan,Rita Kapoor,Veg
RES0483,Rasoi Royale 483,New Delhi,Delhi,Sanjay Rao,Non-Veg
RES0484,Biryani Hub 484,Thiruvananthapuram,Kerala,Suresh Gupta,Non-Veg
RES0485,Saravana Bhavan 485,Khammam,Telangana,Anil Sharma,Veg
RES0486,Biryani Junction 486,Nagpur,Maharashtra,Sanjay Rao,Veg
RES0487,Flavours of Punjab 487,Lucknow,Uttar Pradesh,Anita Singh,Veg
RES0488,Punjabi Dhaba 488,Kolkata,West Bengal,Sanjay Rao,Veg
RES0489,Tandoori Flames 489,Kanpur,Uttar Pradesh,Anita Singh,Veg
RES0490,Saravana Bhavan 490,Howrah,West Bengal,Neha Pandey,Veg
RES0491,Shahi Zayka 491,Madurai,Tamil Nadu,Neha Pandey,Veg
RES0492,Mughlai Feast 492,Kochi,Kerala,Rajesh Kumar,Veg
RES0493,Annapurna Bhavan 493,Chennai,Tamil Nadu,Rita Kapoor,Veg
RES0494,Rajma Roti 494,Mangalore,Karnataka,Deepak Agarwal,Veg
RES0495,The Curry Pot 495,Bhagalpur,Bihar,Rita Kapoor,Non-Veg
RES0496,Chaat Bazaar 496,Jalandhar,Punjab,Pooja Verma,Both
RES0497,Chaat House 497,Thiruvananthapuram,Kerala,Sanjay Rao,Non-Veg
RES0498,Southern Flavours 498,Warangal,Telangana,Deepak Agarwal,Veg
RES0499,Desi Bites 499,Rajkot,Gujarat,Anita Singh,Both
RES0500,Taste Buds 500,Tiruchirappalli,Tamil Nadu,Pooja Verma,Non-Veg
RES0501,Bombay Masala 501,Howrah,West Bengal,Sanjay Rao,Both
RES0502,Rajma Roti 502,Bhagalpur,Bihar,Pooja Verma,Both
RES0503,Shahi Zayka 503,Surat,Gujarat,Deepak Agarwal,Non-Veg
RES0504,South Indian Spice 504,Thrissur,Kerala,Rajesh Kumar,Both
RES0505,Nizam’s Feast 505,Nizamabad,Telangana,Sanjay Rao,Veg
RES0506,The Veggie Delight 506,Durgapur,West Bengal,Rita Kapoor,Non-Veg
RES0507,Dosa Corner 507,Patiala,Punjab,Anita Singh,Both
RES0508,Mughlai Feast 508,Kozhikode,Kerala,Anita Singh,Veg
RES0509,Royal Dine 509,Muzaffarpur,Bihar,Anita Singh,Veg
RES0510,Masala Magic 510,Nashik,Maharashtra,Anita Singh,Non-Veg
RES0511,Annapurna Bhavan 511,Jaipur,Rajasthan,Sanjay Rao,Both
RES0512,Thali Palace 512,Varanasi,Uttar Pradesh,Deepak Agarwal,Both
RES0513,Mirchi Masala 513,Bangalore,Karnataka,Pooja Verma,Veg
RES0514,Dilli Spice 514,Nagpur,Maharashtra,Deepak Agarwal,Both
RES0515,The Curry Pot 515,Jalandhar,Punjab,Anita Singh,Non-Veg
RES0516,Nizam’s Feast 516,New Delhi,Delhi,Anita Singh,Non-Veg
RES0517,Rajma Roti 517,Warangal,Telangana,Deepak Agarwal,Non-Veg
RES0518,Kebab Kulture 518,Hubli,Karnataka,Anil Sharma,Non-Veg
RES0519,Urban Curry House 519,Kozhikode,Kerala,Rajesh Kumar,Veg
RES0520,Biryani Junction 520,Agra,Uttar Pradesh,Neha Pandey,Both
RES0521,Grill & Curry 521,Surat,Gujarat,Anita Singh,Both
RES0522,Chole Bhature Corner 522,Jalandhar,Punjab,Suresh Gupta,Veg
RES0523,Gravy Villa 523,Kochi,Kerala,Anita Singh,Both
RES0524,Paneer Paradise 524,Khammam,Telangana,Sanjay Rao,Veg
RES0525,Chopsticks & Curry 525,Guntur,Andhra Pradesh,Anita Singh,Non-Veg
RES0526,The Curry House 526,Warangal,Telangana,Anil Sharma,Veg
RES0527,South Indian Spice 527,Nashik,Maharashtra,Rita Kapoor,Non-Veg
RES0528,The Kebab Factory 528,Varanasi,Uttar Pradesh,Deepak Agarwal,Veg
RES0529,Saffron Spice 529,Kanpur,Uttar Pradesh,Anita Singh,Both
RES0530,Spicy Treat 530,Nagpur,Maharashtra,Anil Sharma,Non-Veg
RES0531,Biryani Bowl 531,Howrah,West Bengal,Deepak Agarwal,Non-Veg
RES0532,Tikka Nation 532,Khammam,Telangana,Pooja Verma,Veg
RES0533,Taste Buds 533,New Delhi,Delhi,Rajesh Kumar,Non-Veg
RES0534,Tikka Nation 534,Mangalore,Karnataka,Pooja Verma,Both
RES0535,Bistro India 535,Gaya,Bihar,Suresh Gupta,Both
RES0536,Mughlai Feast 536,Pune,Maharashtra,Anita Singh,Veg
RES0537,Chaat Bazaar 537,Mangalore,Karnataka,Neha Pandey,Veg
RES0538,Gravy Villa 538,Surat,Gujarat,Rita Kapoor,Veg
RES0539,Taste Buds 539,Nizamabad,Telangana,Pooja Verma,Veg
RES0540,Veggie Hut 540,Amritsar,Punjab,Suresh Gupta,Both
RES0541,Southern Flavours 541,Vijayawada,Andhra Pradesh,Anil Sharma,Both
RES0542,Spice Junction 542,Chennai,Tamil Nadu,Anita Singh,Both
RES0543,Taste Buds 543,Khammam,Telangana,Rajesh Kumar,Non-Veg
RES0544,The Veggie Delight 544,New Delhi,Delhi,Suresh Gupta,Both
RES0545,Annapurna Bhavan 545,Patiala,Punjab,Sanjay Rao,Veg
RES0546,Swaad Sagar 546,Siliguri,West Bengal,Pooja Verma,Veg
RES0547,The Veggie Delight 547,Gaya,Bihar,Rita Kapoor,Non-Veg
RES0548,Veggie Hut 548,Khammam,Telangana,Neha Pandey,Veg
RES0549,Bombay Bites 549,Varanasi,Uttar Pradesh,Rajesh Kumar,Both
RES0550,Biryani Hub 550,Nashik,Maharashtra,Deepak Agarwal,Both
RES0551,Shahi Zayka 551,New Delhi,Delhi,Neha Pandey,Both
RES0552,Chole Bhature Corner 552,Tiruchirappalli,Tamil Nadu,Anita Singh,Both
RES0553,Bistro India 553,Kota,Rajasthan,Neha Pandey,Veg
RES0554,The Kebab Factory 554,Amritsar,Punjab,Rita Kapoor,Veg
RES0555,Tikka Nation 555,Ludhiana,Punjab,Anil Sharma,Non-Veg
RES0556,Indian Masala 556,Howrah,West Bengal,Anil Sharma,Both
RES0557,Rajasthan Royals 557,Kochi,Kerala,Anil Sharma,Veg
RES0558,Indian Masala 558,Khammam,Telangana,Anil Sharma,Both
RES0559,Tandoori House 559,Thiruvananthapuram,Kerala,Deepak Agarwal,Non-Veg
RES0560,Thali Palace 560,Udaipur,Rajasthan,Neha Pandey,Non-Veg
RES0561,Indian Masala 561,Varanasi,Uttar Pradesh,Deepak Agarwal,Veg
RES0562,Thali Palace 562,Kolkata,West Bengal,Anita Singh,Both
RES0563,Rajasthan Royals 563,Howrah,West Bengal,Neha Pandey,Non-Veg
RES0564,Rajma Roti 564,Mysore,Karnataka,Rajesh Kumar,Non-Veg
RES0565,Dosa Corner 565,Visakhapatnam,Andhra Pradesh,Rajesh Kumar,Non-Veg
RES0566,Tandoori House 566,Nashik,Maharashtra,Vikram Mehta,Veg
RES0567,Zaika 567,Jodhpur,Rajasthan,Rajesh Kumar,Non-Veg
RES0568,Tandoori House 568,Warangal,Telangana,Deepak Agarwal,Veg
RES0569,Spice Junction 569,Agra,Uttar Pradesh,Rita Kapoor,Veg
RES0570,Rasoi Royale 570,Ludhiana,Punjab,Rita Kapoor,Both
RES0571,Thali Palace 571,New Delhi,Delhi,Neha Pandey,Non-Veg
RES0572,South Indian Spice 572,Coimbatore,Tamil Nadu,Pooja Verma,Non-Veg
RES0573,Mirchi Masala 573,Thrissur,Kerala,Vikram Mehta,Both
RES0574,Royal Rasoi 574,Jaipur,Rajasthan,Vikram Mehta,Veg
RES0575,Dosa Corner 575,Khammam,Telangana,Suresh Gupta,Non-Veg
RES0576,Saffron Spice 576,Ahmedabad,Gujarat,Neha Pandey,Non-Veg
RES0577,Flavours of Punjab 577,New Delhi,Delhi,Vikram Mehta,Non-Veg
RES0578,The Veggie Delight 578,Thiruvananthapuram,Kerala,Sanjay Rao,Both
RES0579,Punjabi Dhaba 579,Patiala,Punjab,Rita Kapoor,Non-Veg
RES0580,Chole Bhature Corner 580,Vadodara,Gujarat,Anita Singh,Veg
RES0581,Biryani Hub 581,Nizamabad,Telangana,Anita Singh,Non-Veg
RES0582,Royal Rasoi 582,Hubli,Karnataka,Neha Pandey,Veg
RES0583,Saffron Spice 583,Gaya,Bihar,Suresh Gupta,Veg
RES0584,Tandoori House 584,Patna,Bihar,Vikram Mehta,Non-Veg
RES0585,Pind Punjab 585,Khammam,Telangana,Suresh Gupta,Veg
RES0586,Dosa Corner 586,Mangalore,Karnataka,Deepak Agarwal,Both
RES0587,Dilli Spice 587,Jodhpur,Rajasthan,Sanjay Rao,Non-Veg
RES0588,Southern Flavours 588,Hubli,Karnataka,Anil Sharma,Veg
RES0589,Urban Curry House 589,Mangalore,Karnataka,Vikram Mehta,Both
RES0590,Kebab Kulture 590,Patiala,Punjab,Rita Kapoor,Veg
RES0591,Tikka Nation 591,Lucknow,Uttar Pradesh,Anil Sharma,Non-Veg
RES0592,South Indian Spice 592,Durgapur,West Bengal,Vikram Mehta,Both
RES0593,Desi Bites 593,Hubli,Karnataka,Rajesh Kumar,Non-Veg
RES0594,The Kebab Factory 594,Guntur,Andhra Pradesh,Deepak Agarwal,Both
RES0595,Rasoi Royale 595,Jodhpur,Rajasthan,Rajesh Kumar,Non-Veg
RES0596,Taste of India 596,Vijayawada,Andhra Pradesh,Vikram Mehta,Non-Veg
RES0597,Swaad Sagar 597,Surat,Gujarat,Anita Singh,Veg
RES0598,Dilli Darbar 598,Howrah,West Bengal,Neha Pandey,Veg
RES0599,Spicy Treat 599,Tiruchirappalli,Tamil Nadu,Anil Sharma,Both
RES0600,Chaat Bazaar 600,Mumbai,Maharashtra,Pooja Verma,Veg
RES0601,Shahi Zayka 601,Vijayawada,Andhra Pradesh,Deepak Agarwal,Both
RES0602,Rajma Roti 602,Jaipur,Rajasthan,Pooja Verma,Veg
RES0603,Bombay Masala 603,Patiala,Punjab,Sanjay Rao,Veg
RES0604,Saffron Spice 604,Patna,Bihar,Pooja Verma,Both
RES0605,Bombay Bites 605,Tiruchirappalli,Tamil Nadu,Rajesh Kumar,Veg
RES0606,Swaad Sagar 606,Vadodara,Gujarat,Deepak Agarwal,Non-Veg
RES0607,Desi Bites 607,Durgapur,West Bengal,Anita Singh,Both
RES0608,Swaad Sagar 608,Nellore,Andhra Pradesh,Vikram Mehta,Both
RES0609,Taste of India 609,Howrah,West Bengal,Deepak Agarwal,Both
RES0610,Chaat Bazaar 610,Durgapur,West Bengal,Anita Singh,Both
RES0611,Zaika 611,Kochi,Kerala,Pooja Verma,Non-Veg
RES0612,Dosa Corner 612,Thrissur,Kerala,Suresh Gupta,Non-Veg
RES0613,Swaad Sagar 613,Madurai,Tamil Nadu,Rajesh Kumar,Veg
RES0614,Rajma Roti 614,New Delhi,Delhi,Rajesh Kumar,Both
RES0615,Dilli Darbar 615,Udaipur,Rajasthan,Neha Pandey,Veg
RES0616,Royal Rasoi 616,Ahmedabad,Gujarat,Anil Sharma,Veg
RES0617,Tandoor Treats 617,Rajkot,Gujarat,Anita Singh,Both
RES0618,Dosa Corner 618,Mumbai,Maharashtra,Sanjay Rao,Both
RES0619,Royal Dine 619,Vadodara,Gujarat,Pooja Verma,Veg
RES0620,Punjabi Dhaba 620,Pune,Maharashtra,Pooja Verma,Non-Veg
RES0621,Chaat House 621,Mangalore,Karnataka,Anil Sharma,Both
RES0622,Chaat Bazaar 622,Thiruvananthapuram,Kerala,Pooja Verma,Veg
RES0623,Pind Punjab 623,Jaipur,Rajasthan,Rajesh Kumar,Both
RES0624,Annapurna Bhavan 624,Ludhiana,Punjab,Rita Kapoor,Both
RES0625,Biryani Bowl 625,Thrissur,Kerala,Sanjay Rao,Both
RES0626,Rajasthan Royals 626,New Delhi,Delhi,Deepak Agarwal,Veg
RES0627,Desi Bites 627,Lucknow,Uttar Pradesh,Suresh Gupta,Non-Veg
RES0628,Taste Buds 628,New Delhi,Delhi,Neha Pandey,Both
RES0629,Chaat Bazaar 629,Gaya,Bihar,Anil Sharma,Veg
RES0630,Veggie Hut 630,Surat,Gujarat,Suresh Gupta,Both
RES0631,Curry Cafe 631,Kochi,Kerala,Suresh Gupta,Veg
RES0632,Pind Punjab 632,Nizamabad,Telangana,Anita Singh,Non-Veg
RES0633,Kebab Kulture 633,New Delhi,Delhi,Vikram Mehta,Non-Veg
RES0634,Kebab Kulture 634,Thiruvananthapuram,Kerala,Deepak Agarwal,Veg
RES0635,Tandoori House 635,Jaipur,Rajasthan,Suresh Gupta,Non-Veg
RES0636,Tandoor Treats 636,Jalandhar,Punjab,Deepak Agarwal,Both
RES0637,Chopsticks & Curry 637,Nagpur,Maharashtra,Anita Singh,Veg
RES0638,Taste Buds 638,Pune,Maharashtra,Vikram Mehta,Both
RES0639,Punjabi Dhaba 639,Coimbatore,Tamil Nadu,Vikram Mehta,Veg
RES0640,Indian Masala 640,New Delhi,Delhi,Vikram Mehta,Both
RES0641,Spicy Treat 641,Kochi,Kerala,Neha Pandey,Non-Veg
RES0642,Spice Junction 642,Mumbai,Maharashtra,Rita Kapoor,Veg
RES0643,Chole Bhature Corner 643,Nellore,Andhra Pradesh,Vikram Mehta,Both
RES0644,Dilli Darbar 644,Lucknow,Uttar Pradesh,Pooja Verma,Both
RES0645,Thali Palace 645,Hyderabad,Telangana,Vikram Mehta,Non-Veg
RES0646,Desi Bites 646,Tiruchirappalli,Tamil Nadu,Deepak Agarwal,Both
RES0647,Rasoi Royale 647,Nellore,Andhra Pradesh,Rajesh Kumar,Veg
RES0648,Bistro India 648,Agra,Uttar Pradesh,Deepak Agarwal,Veg
RES0649,Chaat Bazaar 649,Hubli,Karnataka,Vikram Mehta,Both
RES0650,Flavours of Punjab 650,Kozhikode,Kerala,Sanjay Rao,Veg
RES0651,Saffron Spice 651,New Delhi,Delhi,Pooja Verma,Veg
RES0652,Mughlai Feast 652,Warangal,Telangana,Rita Kapoor,Both
RES0653,Rajma Roti 653,Mysore,Karnataka,Pooja Verma,Veg
RES0654,Zaika 654,Thiruvananthapuram,Kerala,Deepak Agarwal,Non-Veg
RES0655,Curry Cafe 655,Rajkot,Gujarat,Rita Kapoor,Veg
RES0656,Rajma Roti 656,Thrissur,Kerala,Vikram Mehta,Both
RES0657,Tandoori Flames 657,Warangal,Telangana,Deepak Agarwal,Veg
RES0658,Veggie Hut 658,New Delhi,Delhi,Pooja Verma,Both
RES0659,Chopsticks & Curry 659,Vijayawada,Andhra Pradesh,Sanjay Rao,Veg
RES0660,Tandoori House 660,Mumbai,Maharashtra,Rajesh Kumar,Non-Veg
RES0661,Kebab Kulture 661,Kolkata,West Bengal,Sanjay Rao,Non-Veg
RES0662,Mirchi Masala 662,Jodhpur,Rajasthan,Suresh Gupta,Both
RES0663,Urban Curry House 663,New Delhi,Delhi,Vikram Mehta,Both
RES0664,Biryani Bowl 664,Coimbatore,Tamil Nadu,Anita Singh,Both
RES0665,Dilli Darbar 665,Amritsar,Punjab,Anil Sharma,Both
RES0666,Spice Junction 666,Visakhapatnam,Andhra Pradesh,Vikram Mehta,Both
RES0667,Urban Curry House 667,Agra,Uttar Pradesh,Deepak Agarwal,Non-Veg
RES0668,Masala Magic 668,Kanpur,Uttar Pradesh,Pooja Verma,Both
RES0669,Zaika 669,Ludhiana,Punjab,Suresh Gupta,Both
RES0670,Kebab Kulture 670,Kota,Rajasthan,Anil Sharma,Veg
RES0671,The Curry House 671,Patiala,Punjab,Anil Sharma,Non-Veg
RES0672,Rajma Roti 672,Patna,Bihar,Anita Singh,Veg
RES0673,Biryani Junction 673,Siliguri,West Bengal,Sanjay Rao,Both
RES0674,Taste of India 674,Udaipur,Rajasthan,Rajesh Kumar,Non-Veg
